"Story","Title","Result","Date","Stability","Duration (s)"
"Employees","Search employee","ERROR","2024-01-26T09:52:16.354+08:00[Asia/Manila]","0.0","136.49"
"Manage bank account","Add a bank account","ERROR","2024-01-26T09:54:36.176+08:00[Asia/Manila]","0.0","131.47"
"Manage bank account","Edit a bank account","ERROR","2024-01-26T09:56:48.374+08:00[Asia/Manila]","0.0","129.98"
"Manage bank account","Search a bank account","ERROR","2024-01-26T09:58:59.07+08:00[Asia/Manila]","0.0","129.12"
"Manage bank account","Activate a bank account","ERROR","2024-01-26T10:01:08.915+08:00[Asia/Manila]","0.0","131.26"
"Manage bank account","Manage bank account using GVAGL bank account","ERROR","2024-01-26T10:03:20.911+08:00[Asia/Manila]","0.0","135.08"
"Payments","Manual payment partial","ERROR","2024-01-26T10:05:37.422+08:00[Asia/Manila]","0.0","130.39"
"Payments","Manual payment with multiple documents","ERROR","2024-01-26T10:07:48.533+08:00[Asia/Manila]","0.0","140.3"
"Payments","Application of prepayment full","ERROR","2024-01-26T10:10:09.561+08:00[Asia/Manila]","0.0","133.16"
"Payments","Manual payment with negative amount","ERROR","2024-01-26T10:12:23.454+08:00[Asia/Manila]","0.0","135.43"
"Payments","Manual payment with zero payments","ERROR","2024-01-26T10:14:39.624+08:00[Asia/Manila]","0.0","136.68"
"Payments","Manual payment full","ERROR","2024-01-26T10:16:57.037+08:00[Asia/Manila]","0.0","135.53"
"Payments","Application of prepayment partial","ERROR","2024-01-26T10:19:13.28+08:00[Asia/Manila]","0.0","136.82"
"Pre registration","Pre logging and gl distribution voucher match","ERROR","2024-01-26T10:21:31.932+08:00[Asia/Manila]","0.0","132.31"
"Pre registration","Pre logging multi docs","ERROR","2024-01-26T10:23:44.947+08:00[Asia/Manila]","0.0","135.79"
"Pre registration","Pre logging","ERROR","2024-01-26T10:26:01.437+08:00[Asia/Manila]","0.0","133.35"
"Pre registration","Pre logging with tax rate rounded","ERROR","2024-01-26T10:28:15.619+08:00[Asia/Manila]","0.0","131.23"
"Pre registration","Pre logging simple","ERROR","2024-01-26T10:30:27.555+08:00[Asia/Manila]","0.0","132.36"
"Pre registration","Pre logging with tax rate","ERROR","2024-01-26T10:32:40.639+08:00[Asia/Manila]","0.0","133.6"
"Redistribution","Pre logging GL distribution current year","ERROR","2024-01-26T10:34:55.411+08:00[Asia/Manila]","0.0","129.95"
"Redistribution","Pre logging GL distribution prior year","ERROR","2024-01-26T10:37:06.125+08:00[Asia/Manila]","0.0","136.76"
"Redistribution","Voucher match with tolerance","ERROR","2024-01-26T10:39:23.667+08:00[Asia/Manila]","0.0","132.25"
"Review AP entries","Edit voucher entries delete a line","ERROR","2024-01-26T10:41:36.985+08:00[Asia/Manila]","0.0","131.48"
"Review AP entries","Create manual payment and delete unposted payment","ERROR","2024-01-26T10:43:49.235+08:00[Asia/Manila]","0.0","132.57"
"Review AP entries","Clear employee field for GL distribution and voucher entries","ERROR","2024-01-26T10:46:02.605+08:00[Asia/Manila]","0.0","133.97"
"Review AP entries","Reversal of unposted PO redistribution","ERROR","2024-01-26T10:48:17.334+08:00[Asia/Manila]","0.0","131.64"
"Review AP entries","Create voucher entry and edit","ERROR","2024-01-26T10:50:29.712+08:00[Asia/Manila]","0.0","133.25"
"Review AP entries","Edit AP entries","ERROR","2024-01-26T10:52:43.719+08:00[Asia/Manila]","0.0","132.24"
"Review AP entries","Review voucher AP entries","ERROR","2024-01-26T10:54:56.792+08:00[Asia/Manila]","0.0","134.59"
"Review AP entries","Search payment","ERROR","2024-01-26T10:57:12.172+08:00[Asia/Manila]","0.0","130.37"
"Review AP entries","Reversal of unposted voucher match","ERROR","2024-01-26T10:59:23.324+08:00[Asia/Manila]","0.0","133.86"
"Review AP entries","Check edit button for voucher entry and redistribute GL","ERROR","2024-01-26T11:01:37.986+08:00[Asia/Manila]","0.0","131.72"
"Review AP entries","Print payment form","ERROR","2024-01-26T11:03:50.46+08:00[Asia/Manila]","0.0","134.08"
"Review AP entries","Edit voucher entry line account number","ERROR","2024-01-26T11:06:05.344+08:00[Asia/Manila]","0.0","131.31"
"Review AP entries","Payment information","ERROR","2024-01-26T11:08:17.394+08:00[Asia/Manila]","0.0","137.95"
"Review AP entries","Delete voucher AP entry","ERROR","2024-01-26T11:10:36.08+08:00[Asia/Manila]","0.0","133.92"
"Review AP entries","Create voucher entry and test filter selection","ERROR","2024-01-26T11:12:50.836+08:00[Asia/Manila]","0.0","134.89"
"Review AP entries","Create voucher entry review and delete","ERROR","2024-01-26T11:15:06.51+08:00[Asia/Manila]","0.0","135.65"
"Supplier creation","View a supplier","ERROR","2024-01-26T11:17:23.922+08:00[Asia/Manila]","0.0","134.69"
"Supplier creation","Edit a supplier","ERROR","2024-01-26T11:19:39.382+08:00[Asia/Manila]","0.0","135.01"
"Supplier creation","Payment terms update","ERROR","2024-01-26T11:21:55.172+08:00[Asia/Manila]","0.0","135.33"
"Supplier creation","Search a supplier","ERROR","2024-01-26T11:24:11.272+08:00[Asia/Manila]","0.0","131.97"
"Supplier creation","Validate or deactivate a supplier","ERROR","2024-01-26T11:26:24.004+08:00[Asia/Manila]","0.0","129.4"
"Supplier creation","Supplier and supplier master creation","ERROR","2024-01-26T11:28:34.165+08:00[Asia/Manila]","0.0","139.03"
"Unbilled PO receipts","Close unbilled PO receipt","ERROR","2024-01-26T11:30:54.29+08:00[Asia/Manila]","0.0","134.65"
"Unbilled PO receipts","Matching receipt","ERROR","2024-01-26T11:33:09.688+08:00[Asia/Manila]","0.0","134.11"
"Unbilled PO receipts","Unbilled PO matching receipts","ERROR","2024-01-26T11:35:24.547+08:00[Asia/Manila]","0.0","134.64"
"Unbilled PO receipts","Matching receipt with DA","ERROR","2024-01-26T11:37:39.94+08:00[Asia/Manila]","0.0","132.59"
"Unbilled PO receipts","Matching receipt validate","ERROR","2024-01-26T11:39:53.333+08:00[Asia/Manila]","0.0","139.17"
"Unbilled PO receipts","Unbilled POCUPR simple","ERROR","2024-01-26T11:42:13.316+08:00[Asia/Manila]","0.0","137.54"
"Voucher entries","Release retention full","ERROR","2024-01-26T11:44:31.961+08:00[Asia/Manila]","0.0","135.85"
"Voucher entries","Voucher entry without tax rate","ERROR","2024-01-26T11:46:48.598+08:00[Asia/Manila]","0.0","134.69"
"Voucher entries","Voucher match with positive for adding a line","ERROR","2024-01-26T11:49:04.08+08:00[Asia/Manila]","0.0","133.76"
"Voucher entries","Voucher entry with single multiple lines","ERROR","2024-01-26T11:51:18.666+08:00[Asia/Manila]","0.0","140.08"
"Voucher entries","Checking line reference place holder","ERROR","2024-01-26T11:53:39.55+08:00[Asia/Manila]","0.0","133.58"
"Voucher entries","Search and post PV","ERROR","2024-01-26T11:55:53.91+08:00[Asia/Manila]","0.0","137.54"
"Voucher entries","Voucher entry delete a line","ERROR","2024-01-26T11:58:12.213+08:00[Asia/Manila]","0.0","138.98"
"Voucher entries","Voucher match with tax","ERROR","2024-01-26T12:00:31.984+08:00[Asia/Manila]","0.0","136.7"
"Voucher entries","Partial voucher match","ERROR","2024-01-26T12:02:49.534+08:00[Asia/Manila]","0.0","136.47"
"Voucher entries","Voucher match with retention","ERROR","2024-01-26T12:05:06.992+08:00[Asia/Manila]","0.0","141.79"
"Voucher entries","Voucher entry import CSV file","ERROR","2024-01-26T12:07:29.605+08:00[Asia/Manila]","0.0","132.48"
"Voucher entries","Voucher match with negative for adding a line","ERROR","2024-01-26T12:09:42.853+08:00[Asia/Manila]","0.0","138.85"
"Voucher entries","Partial voucher match with tax rate","ERROR","2024-01-26T12:12:02.46+08:00[Asia/Manila]","0.0","140.64"
"Voucher entries","Voucher entry multi docs","ERROR","2024-01-26T12:14:23.9+08:00[Asia/Manila]","0.0","146.21"
"Voucher entries","Partial voucher match with negative additional lines","ERROR","2024-01-26T12:16:50.927+08:00[Asia/Manila]","0.0","139.98"
"Voucher entries","Simple prepayment","ERROR","2024-01-26T12:19:11.689+08:00[Asia/Manila]","0.0","133.92"
"Voucher entries","Voucher entry proceed to payment","ERROR","2024-01-26T12:21:26.417+08:00[Asia/Manila]","0.0","137.0"
"Voucher entries","Multiple lines with same PO and different item code","ERROR","2024-01-26T12:23:44.19+08:00[Asia/Manila]","0.0","136.89"
"Voucher entries","Partial voucher match with retention","ERROR","2024-01-26T12:26:01.854+08:00[Asia/Manila]","0.0","134.2"
"Voucher entries","Multiple lines with different PO and different item code","ERROR","2024-01-26T12:28:16.755+08:00[Asia/Manila]","0.0","133.27"
"Voucher entries","Create voucher entry using sustainability accounts","ERROR","2024-01-26T12:30:30.74+08:00[Asia/Manila]","0.0","134.67"
"Voucher entries","Multiple lines with same PO and same item code","ERROR","2024-01-26T12:32:46.121+08:00[Asia/Manila]","0.0","134.43"
"Voucher entries","Voucher match with retention and tax","ERROR","2024-01-26T12:35:01.3+08:00[Asia/Manila]","0.0","130.36"
"Voucher entries","Multiple lines with different PO and same item code","ERROR","2024-01-26T12:37:12.402+08:00[Asia/Manila]","0.0","132.61"
"Voucher entries","Simple voucher match","ERROR","2024-01-26T12:39:25.731+08:00[Asia/Manila]","0.0","139.58"
"Voucher entries","Release retention partial","ERROR","2024-01-26T12:41:46.022+08:00[Asia/Manila]","0.0","131.55"
"Voucher entries","Partial matching with rounded tax amount","ERROR","2024-01-26T12:43:58.294+08:00[Asia/Manila]","0.0","130.19"
"Voucher entries","Voucher entry with tax rate rounded","ERROR","2024-01-26T12:46:09.221+08:00[Asia/Manila]","0.0","133.52"
"Voucher entries","Voucher matching","ERROR","2024-01-26T12:48:23.465+08:00[Asia/Manila]","0.0","132.24"
"Voucher entries","Voucher entry export CSV file","ERROR","2024-01-26T12:50:36.422+08:00[Asia/Manila]","0.0","129.6"
"Voucher entries","Creating voucher entry","ERROR","2024-01-26T12:52:46.752+08:00[Asia/Manila]","0.0","132.64"
"Voucher entries","Release retention adding a line","ERROR","2024-01-26T12:55:00.147+08:00[Asia/Manila]","0.0","130.96"
"Voucher entries","Voucher match with rounded off tax","ERROR","2024-01-26T12:57:11.79+08:00[Asia/Manila]","0.0","130.17"
"Voucher entries","Voucher entry credit memo","ERROR","2024-01-26T12:59:22.676+08:00[Asia/Manila]","0.0","129.34"
"Voucher entries","Partial voucher match with positive additional lines","ERROR","2024-01-26T13:01:32.735+08:00[Asia/Manila]","0.0","131.34"
"Account recon","Refresh accounts","ERROR","2024-01-26T13:03:46.281+08:00[Asia/Manila]","0.0","133.15"
"Annual statistical budget","Create annual statistical entry","ERROR","2024-01-26T13:06:00.265+08:00[Asia/Manila]","0.0","134.82"
"Batch posting","Batch posting voiding process","ERROR","2024-01-26T13:08:15.879+08:00[Asia/Manila]","0.0","133.39"
"Batch posting","Batch posting general ledger entry","ERROR","2024-01-26T13:10:30.001+08:00[Asia/Manila]","0.0","131.73"
"General ledger entries","Create general ledger entry using sustainability accounts","ERROR","2024-01-26T13:12:42.591+08:00[Asia/Manila]","0.0","135.14"
"General ledger entries","Create general ledger entry","ERROR","2024-01-26T13:14:58.45+08:00[Asia/Manila]","0.0","133.83"
"Inquiry and reports","Order inquiry and update","ERROR","2024-01-26T13:17:13.211+08:00[Asia/Manila]","0.0","122.89"
"Internal transfer","Create internal transfer entry","ERROR","2024-01-26T13:19:16.942+08:00[Asia/Manila]","0.0","131.32"
"Monthly statistical entries","Create monthly statistical entry","ERROR","2024-01-26T13:21:29.22+08:00[Asia/Manila]","0.0","133.14"
"Salary advance","Create salary advance entry","ERROR","2024-01-26T13:23:43.178+08:00[Asia/Manila]","0.0","135.78"
"Working advance","Create working advance entry","ERROR","2024-01-26T13:25:59.766+08:00[Asia/Manila]","0.0","131.94"
